id,timestamp,target,rtt,activity
9,2024-04-25 21:42:03.774538,google.com,104.992,youtube
10,2024-04-25 21:42:38.518868,google.com,87.854,youtube
11,2024-04-25 21:43:13.408089,google.com,67.431,youtube
12,2024-04-25 21:43:48.318858,google.com,106.01,youtube
13,2024-04-25 21:44:22.650219,google.com,37.849,youtube
14,2024-04-25 21:44:57.009429,google.com,41.422,youtube
15,2024-04-25 21:45:31.611058,google.com,87.248,youtube
16,2024-04-25 21:46:06.447082,google.com,139.32,youtube
17,2024-04-25 21:46:40.857452,google.com,114.986,youtube
18,2024-04-25 21:47:15.248510,google.com,37.442,youtube
19,2024-04-25 21:47:49.694095,google.com,53.135,youtube
20,2024-04-25 21:48:24.804836,google.com,41.88,youtube
21,2024-04-25 21:49:00.210842,google.com,153.707,youtube
22,2024-04-25 21:49:35.836620,google.com,43.994,youtube
23,2024-04-25 21:50:10.300857,google.com,78.493,youtube
24,2024-04-25 21:50:44.864306,google.com,88.721,youtube
25,2024-04-25 21:51:19.873544,google.com,106.459,youtube
26,2024-04-25 21:51:54.234306,google.com,62.989,youtube
27,2024-04-25 21:52:29.104673,google.com,115.178,youtube
28,2024-04-25 21:53:03.904767,google.com,40.74,youtube
29,2024-04-25 21:53:35.841800,google.com,47.017,youtube
30,2024-04-25 21:54:00.359740,google.com,222.459,youtube
31,2024-04-25 21:54:24.696633,google.com,33.86,youtube
32,2024-04-25 21:54:49.742073,google.com,157.453,youtube
33,2024-04-25 21:55:14.538907,google.com,93.537,youtube
34,2024-04-25 21:55:39.055246,google.com,43.718,youtube
35,2024-04-25 21:56:03.629382,google.com,139.27,youtube
36,2024-04-25 21:56:28.153859,google.com,108.572,youtube
37,2024-04-25 21:56:52.511765,google.com,33.459,youtube
38,2024-04-25 21:57:17.056860,google.com,61.271,youtube
39,2024-04-25 21:57:41.596527,google.com,153.864,youtube
40,2024-04-25 21:58:06.110778,google.com,154.316,youtube
41,2024-04-25 21:58:30.758623,google.com,60.062,youtube
42,2024-04-25 21:58:55.367355,google.com,71.46,youtube
43,2024-04-25 21:59:19.965676,google.com,55.521,youtube
44,2024-04-25 21:59:44.298512,google.com,36.035,youtube
45,2024-04-25 22:00:08.850892,google.com,234.273,youtube
46,2024-04-25 22:00:33.508889,google.com,203.469,youtube
47,2024-04-25 22:00:58.043330,google.com,168.494,youtube
48,2024-04-25 22:01:22.551562,google.com,153.016,youtube
49,2024-04-25 22:01:47.327687,google.com,40.583,youtube
50,2024-04-25 22:02:11.942171,google.com,49.332,youtube
51,2024-04-25 22:02:36.451528,google.com,145.166,youtube
52,2024-04-25 22:03:00.760673,google.com,34.568,youtube
53,2024-04-25 22:03:26.333848,google.com,176.51,youtube
54,2024-04-25 22:03:51.110958,google.com,67.595,youtube
55,2024-04-25 22:04:15.632403,google.com,151.168,youtube
56,2024-04-25 22:04:40.779215,google.com,115.906,youtube
57,2024-04-25 22:05:05.343835,google.com,36.506,youtube
58,2024-04-25 22:05:30.069426,google.com,73.305,youtube
59,2024-04-25 22:05:54.366138,google.com,79.505,youtube
60,2024-04-25 22:06:18.895518,google.com,33.251,youtube
61,2024-04-25 22:06:43.869149,google.com,59.866,youtube
62,2024-04-25 22:07:08.195280,google.com,39.479,youtube
63,2024-04-25 22:07:32.808949,google.com,176.618,youtube
64,2024-04-25 22:07:57.232459,google.com,113.871,youtube
65,2024-04-25 22:08:21.641165,google.com,78.928,youtube
66,2024-04-25 22:08:46.179330,google.com,154.318,youtube
67,2024-04-25 22:09:10.754705,google.com,143.742,youtube
68,2024-04-25 22:09:35.417445,google.com,73.493,youtube
69,2024-04-25 22:09:59.945647,google.com,117.202,youtube
70,2024-04-25 22:10:24.682622,google.com,72.79,youtube
71,2024-04-25 22:10:49.231627,google.com,153.081,youtube
72,2024-04-25 22:11:13.552212,google.com,44.336,youtube
73,2024-04-25 22:11:38.158932,google.com,57.684,youtube
74,2024-04-25 22:12:03.351755,google.com,178.976,youtube
75,2024-04-25 22:12:27.979656,google.com,64.12,youtube
76,2024-04-25 22:12:52.312000,google.com,114.313,youtube
77,2024-04-25 22:13:16.889241,google.com,46.204,youtube
78,2024-04-25 22:13:41.507322,google.com,113.382,youtube
79,2024-04-25 22:14:08.393110,google.com,97.023,youtube
80,2024-04-25 22:14:33.374171,google.com,123.762,youtube
81,2024-04-25 22:14:57.674105,google.com,40.534,youtube
82,2024-04-25 22:15:22.205331,google.com,179.849,youtube
83,2024-04-25 22:15:46.577419,google.com,76.285,youtube
84,2024-04-25 22:16:11.121314,google.com,143.893,youtube
85,2024-04-25 22:16:35.524120,google.com,53.458,youtube
86,2024-04-25 22:17:00.147676,google.com,140.512,youtube
87,2024-04-25 22:17:24.549686,google.com,45.846,youtube
88,2024-04-25 22:17:49.019583,google.com,46.111,youtube
89,2024-04-25 22:18:13.538536,google.com,148.941,youtube
90,2024-04-25 22:18:38.019728,google.com,140.143,youtube
91,2024-04-25 22:19:02.359070,google.com,59.358,youtube
92,2024-04-25 22:19:26.931017,google.com,50.949,youtube
93,2024-04-25 22:19:51.310694,google.com,59.036,youtube
94,2024-04-25 22:20:15.889412,google.com,133.577,youtube
95,2024-04-25 22:20:40.420014,google.com,80.302,youtube
96,2024-04-25 22:21:05.497181,google.com,165.017,youtube
97,2024-04-25 22:21:30.026939,google.com,116.323,youtube
98,2024-04-25 22:21:54.497833,google.com,134.576,youtube
99,2024-04-25 22:22:19.068673,google.com,142.556,youtube
100,2024-04-25 22:22:43.530828,google.com,80.048,youtube
101,2024-04-25 22:23:07.838569,google.com,37.365,youtube
102,2024-04-25 22:23:32.178355,google.com,86.367,youtube
103,2024-04-25 22:23:56.624030,google.com,154.777,youtube
104,2024-04-25 22:24:21.334825,google.com,122.094,youtube
105,2024-04-25 22:24:45.635665,google.com,40.985,youtube
106,2024-04-25 22:25:10.265284,google.com,143.586,youtube
107,2024-04-25 22:25:34.755049,google.com,83.395,youtube
108,2024-04-25 22:25:59.946075,google.com,65.585,youtube
109,2024-04-25 22:26:24.255109,google.com,52.433,youtube
110,2024-04-25 22:26:48.832084,google.com,45.982,youtube
111,2024-04-25 22:27:13.391000,google.com,226.331,youtube
112,2024-04-25 22:27:38.001826,google.com,136.354,youtube
113,2024-04-25 22:28:02.613267,google.com,79.505,youtube
114,2024-04-25 22:28:26.927654,google.com,38.494,youtube
115,2024-04-25 22:28:51.700871,google.com,206.354,youtube
116,2024-04-25 22:29:16.296435,google.com,67.387,youtube
117,2024-04-25 22:29:40.835113,google.com,80.013,youtube
118,2024-04-25 22:30:05.483370,google.com,59.867,youtube
119,2024-04-25 22:30:29.875380,google.com,34.268,youtube
120,2024-04-25 22:30:54.337860,google.com,80.415,youtube
121,2024-04-25 22:31:18.678089,google.com,35.875,youtube
122,2024-04-25 22:31:43.206226,google.com,39.185,youtube
123,2024-04-25 22:32:09.890576,google.com,235.923,youtube
124,2024-04-25 22:32:34.420282,google.com,88.483,youtube
125,2024-04-25 22:32:59.208826,google.com,38.466,youtube
126,2024-04-25 22:33:24.178826,google.com,58.458,youtube
127,2024-04-25 22:33:48.540951,google.com,42.071,youtube
128,2024-04-25 22:34:13.336433,google.com,165.791,youtube
129,2024-04-25 22:34:37.846198,google.com,132.752,youtube
130,2024-04-25 22:35:02.489204,google.com,61.011,youtube
131,2024-04-25 22:35:26.819828,google.com,53.633,youtube
132,2024-04-25 22:35:51.517493,google.com,182.316,youtube
133,2024-04-25 22:36:16.038916,google.com,114.817,youtube
134,2024-04-25 22:36:40.562274,google.com,79.259,youtube
135,2024-04-25 22:37:05.078309,google.com,146.882,youtube
136,2024-04-25 22:37:29.597251,google.com,152.025,youtube
137,2024-04-25 22:37:53.915813,google.com,41.791,youtube
138,2024-04-25 22:38:18.452238,google.com,39.828,youtube
139,2024-04-25 22:38:43.090050,google.com,99.038,youtube
140,2024-04-25 22:39:07.580118,google.com,142.063,youtube
141,2024-04-25 22:39:31.895935,google.com,39.474,youtube
142,2024-04-25 22:39:56.541252,google.com,60.015,youtube
143,2024-04-25 22:40:21.161732,google.com,44.609,youtube
144,2024-04-25 22:40:45.691080,google.com,72.618,youtube
145,2024-04-25 22:41:10.202323,google.com,143.221,youtube
146,2024-04-25 22:41:35.291269,google.com,61.342,youtube
147,2024-04-25 22:41:59.650515,google.com,36.791,youtube
148,2024-04-25 22:42:24.192977,google.com,35,youtube
149,2024-04-25 22:42:48.816389,google.com,98.851,youtube
150,2024-04-25 22:43:13.935470,google.com,80.755,youtube
151,2024-04-25 22:43:38.420523,google.com,158.91,youtube
152,2024-04-25 22:44:02.938576,google.com,78.842,youtube
153,2024-04-25 22:44:27.284460,google.com,35.574,youtube
154,2024-04-25 22:44:52.037225,google.com,190.205,youtube
155,2024-04-25 22:45:17.032125,google.com,76.932,youtube
156,2024-04-25 22:45:41.370561,google.com,37.927,youtube
157,2024-04-25 22:46:05.937189,google.com,64.451,youtube
158,2024-04-25 22:46:30.472471,google.com,212.387,youtube
159,2024-04-25 22:46:55.161898,google.com,62.622,youtube
160,2024-04-25 22:47:19.698421,google.com,150.746,youtube
161,2024-04-25 22:47:44.138256,google.com,67.374,youtube
162,2024-04-25 22:48:08.685319,google.com,153.107,youtube
163,2024-04-25 22:48:33.011120,google.com,59.493,youtube
164,2024-04-25 22:48:57.777115,google.com,170.995,youtube
165,2024-04-25 22:49:41.284255,google.com,134.868,twitch
166,2024-04-25 22:50:05.790593,google.com,157.863,twitch
167,2024-04-25 22:50:30.262483,google.com,36.652,twitch
168,2024-04-25 22:50:54.713236,google.com,70.504,twitch
169,2024-04-25 22:51:19.536472,google.com,74.549,twitch
170,2024-04-25 22:51:44.007676,google.com,38.589,twitch
171,2024-04-25 22:52:08.616211,google.com,140.682,twitch
172,2024-04-25 22:52:33.220359,google.com,91.317,twitch
173,2024-04-25 22:52:57.749154,google.com,197.95,twitch
174,2024-04-25 22:53:22.755998,google.com,106.587,twitch
175,2024-04-25 22:53:47.073227,google.com,84.27,twitch
176,2024-04-25 22:54:11.539514,google.com,136.914,twitch
177,2024-04-25 22:54:37.289175,google.com,83.923,twitch
178,2024-04-25 22:55:04.001905,google.com,82.432,twitch
179,2024-04-25 22:55:28.536571,google.com,67.28,twitch
180,2024-04-25 22:55:53.373810,google.com,38.399,twitch
181,2024-04-25 22:56:18.025456,google.com,120.3,twitch
182,2024-04-25 22:56:42.569103,google.com,171.923,twitch
183,2024-04-25 22:57:06.860115,google.com,33.88,twitch
184,2024-04-25 22:57:31.854407,google.com,70.422,twitch
185,2024-04-25 22:57:56.420090,google.com,116.967,twitch
186,2024-04-25 22:58:20.953997,google.com,120.152,twitch
187,2024-04-25 22:58:46.120995,google.com,73.901,twitch
188,2024-04-25 22:59:12.960988,google.com,98.084,twitch
189,2024-04-25 22:59:37.483008,google.com,172.207,twitch
190,2024-04-25 23:00:02.025444,google.com,142.2,twitch
191,2024-04-25 23:00:28.365018,google.com,126.873,twitch
192,2024-04-25 23:00:53.007166,google.com,163.757,twitch
193,2024-04-25 23:01:18.078563,google.com,61.065,twitch
194,2024-04-25 23:01:44.476211,google.com,53.006,twitch
195,2024-04-25 23:02:08.959372,google.com,58.545,twitch
196,2024-04-25 23:02:33.789636,google.com,35.081,twitch
197,2024-04-25 23:02:58.381369,google.com,38.181,twitch
198,2024-04-25 23:03:24.901218,google.com,191.423,twitch
199,2024-04-25 23:03:49.196050,google.com,55.523,twitch
200,2024-04-25 23:04:13.751412,google.com,65.777,twitch
201,2024-04-25 23:04:38.307452,google.com,120.152,twitch
202,2024-04-25 23:05:04.566700,google.com,43.069,twitch
203,2024-04-25 23:05:29.066554,google.com,157.145,twitch
204,2024-04-25 23:05:53.715806,google.com,55.481,twitch
205,2024-04-25 23:06:18.264216,google.com,88.413,twitch
206,2024-04-25 23:06:42.639034,google.com,37.293,twitch
207,2024-04-25 23:07:07.176099,google.com,101.051,twitch
208,2024-04-25 23:07:31.750891,google.com,125.478,twitch
209,2024-04-25 23:07:56.092246,google.com,43.763,twitch
210,2024-04-25 23:08:20.736248,google.com,61.97,twitch
211,2024-04-25 23:08:47.861306,google.com,77.798,twitch
212,2024-04-25 23:09:12.967938,google.com,37.909,twitch
213,2024-04-25 23:09:37.349684,google.com,52.138,twitch
214,2024-04-25 23:10:01.901096,google.com,37.463,twitch
215,2024-04-25 23:10:28.560714,google.com,40.975,twitch
216,2024-04-25 23:10:52.923816,google.com,36.27,twitch
217,2024-04-25 23:11:17.492319,google.com,50.573,twitch
218,2024-04-25 23:11:42.039059,google.com,137.112,twitch
219,2024-04-25 23:12:08.355975,google.com,87.225,twitch
220,2024-04-25 23:12:32.979610,google.com,44.666,twitch
221,2024-04-25 23:12:57.572830,google.com,132.956,twitch
222,2024-04-25 23:13:22.184550,google.com,237.278,twitch
223,2024-04-25 23:13:46.707817,google.com,134.062,twitch
224,2024-04-25 23:14:11.041429,google.com,35.455,twitch
225,2024-04-25 23:14:35.992950,google.com,173.25,twitch
226,2024-04-25 23:15:02.428759,google.com,80.077,twitch
227,2024-04-25 23:15:26.878646,google.com,53.974,twitch
228,2024-04-25 23:15:51.886315,google.com,166.939,twitch
229,2024-04-25 23:16:16.218457,google.com,66.227,twitch
230,2024-04-25 23:16:40.869235,google.com,95.189,twitch
231,2024-04-25 23:17:05.510631,google.com,168.84,twitch
232,2024-04-25 23:17:29.983854,google.com,141.578,twitch
233,2024-04-25 23:17:54.655399,google.com,64.053,twitch
234,2024-04-25 23:18:19.319557,google.com,128.277,twitch
235,2024-04-25 23:18:44.524691,google.com,86.867,twitch
236,2024-04-25 23:19:09.507585,google.com,79.575,twitch
237,2024-04-25 23:19:34.129064,google.com,50.599,twitch
238,2024-04-25 23:19:58.927778,google.com,65.468,twitch
239,2024-04-25 23:20:23.562976,google.com,49.251,twitch
240,2024-04-25 23:20:48.707307,google.com,192.642,twitch
241,2024-04-25 23:21:15.219914,google.com,148.036,twitch
242,2024-04-25 23:21:39.882179,google.com,57.948,twitch
243,2024-04-25 23:22:04.278469,google.com,60.88,twitch
244,2024-04-25 23:22:29.608270,google.com,139.255,twitch
245,2024-04-25 23:22:54.156481,google.com,116.997,twitch
246,2024-04-25 23:23:18.461483,google.com,43.679,twitch
247,2024-04-25 23:23:43.214786,google.com,136.74,twitch
248,2024-04-25 23:24:08.410236,google.com,70.195,twitch
249,2024-04-25 23:24:32.905258,google.com,63.01,twitch
250,2024-04-25 23:24:57.215137,google.com,51.496,twitch
251,2024-04-25 23:25:21.882470,google.com,81.939,twitch
252,2024-04-25 23:25:47.009700,google.com,130.739,twitch
253,2024-04-25 23:26:11.590160,google.com,78.656,twitch
254,2024-04-25 23:26:36.069941,google.com,60.012,twitch
255,2024-04-25 23:27:00.379133,google.com,41.929,twitch
256,2024-04-25 23:27:24.987031,google.com,86.516,twitch
257,2024-04-25 23:27:50.411538,google.com,240.672,twitch
258,2024-04-25 23:28:14.796456,google.com,41.061,twitch
259,2024-04-25 23:28:39.926753,google.com,78.43,twitch
260,2024-04-25 23:44:11.016194,google.com,33.962,twitch
261,2024-04-25 23:44:35.393332,google.com,159.015,twitch
262,2024-04-25 23:56:31.467414,google.com,34.369,twitch
263,2024-04-25 23:57:37.161142,google.com,83.334,twitch
264,2024-04-25 23:58:01.963870,google.com,159.654,twitch
265,2024-04-25 23:58:26.339367,google.com,52.735,twitch
266,2024-04-25 23:58:50.925647,google.com,110.842,twitch
267,2024-04-25 23:59:15.538482,google.com,36.422,twitch
268,2024-04-25 23:59:40.058222,google.com,34.259,twitch
269,2024-04-26 00:00:04.382324,google.com,34.223,twitch
270,2024-04-26 00:00:28.888483,google.com,179.096,twitch
271,2024-04-26 00:04:22.933903,google.com,47.412,roku_channel
272,2024-04-26 00:04:48.051016,google.com,84.472,roku_channel
273,2024-04-26 00:05:14.666928,google.com,36.629,roku_channel
274,2024-04-26 00:05:40.953950,google.com,122.36,roku_channel
275,2024-04-26 00:06:05.494870,google.com,33.733,roku_channel
276,2024-04-26 00:06:29.967962,google.com,153.412,roku_channel
277,2024-04-26 00:06:55.102808,google.com,190.739,roku_channel
278,2024-04-26 00:07:19.982816,google.com,41.909,roku_channel
279,2024-04-26 00:07:46.380552,google.com,34.789,roku_channel
280,2024-04-26 00:08:10.675224,google.com,51.765,roku_channel
281,2024-04-26 00:08:38.244760,google.com,228.482,roku_channel
282,2024-04-26 00:09:02.566892,google.com,35.533,roku_channel
283,2024-04-26 00:09:29.618294,google.com,56.565,roku_channel
284,2024-04-26 00:09:54.228103,google.com,224.016,roku_channel
285,2024-04-26 00:10:18.765041,google.com,96.072,roku_channel
286,2024-04-26 00:10:43.612762,google.com,34.954,roku_channel
287,2024-04-26 00:11:08.218979,google.com,61.575,roku_channel
288,2024-04-26 00:11:32.533127,google.com,36.017,roku_channel
289,2024-04-26 00:11:57.174164,google.com,104.002,roku_channel
290,2024-04-26 00:12:21.941577,google.com,100.318,roku_channel
291,2024-04-26 00:12:46.587506,google.com,70.294,roku_channel
292,2024-04-26 00:13:10.870223,google.com,41.637,roku_channel
293,2024-04-26 00:13:35.301594,google.com,45.727,roku_channel
294,2024-04-26 00:13:59.843040,google.com,39.078,roku_channel
295,2024-04-26 00:14:24.497904,google.com,88.995,roku_channel
296,2024-04-26 00:14:48.857779,google.com,40.607,roku_channel
297,2024-04-26 00:15:15.376604,google.com,170.211,roku_channel
298,2024-04-26 00:15:39.935563,google.com,60.293,roku_channel
299,2024-04-26 00:16:04.724716,google.com,84.643,roku_channel
300,2024-04-26 00:16:31.060841,google.com,166.778,roku_channel
301,2024-04-26 00:16:56.117707,google.com,119.419,roku_channel
302,2024-04-26 00:17:20.646097,google.com,126.395,roku_channel
303,2024-04-26 00:17:45.327326,google.com,71.604,roku_channel
304,2024-04-26 00:18:10.300233,google.com,123.711,roku_channel
305,2024-04-26 00:18:34.942394,google.com,143.859,roku_channel
306,2024-04-26 00:18:59.381985,google.com,90.318,roku_channel
307,2024-04-26 00:19:23.910585,google.com,181.03,roku_channel
308,2024-04-26 00:19:48.433948,google.com,75.462,roku_channel
309,2024-04-26 00:20:12.916115,google.com,126.916,roku_channel
310,2024-04-26 00:20:37.364925,google.com,186.957,roku_channel
311,2024-04-26 00:21:02.508605,google.com,150.297,roku_channel
312,2024-04-26 00:21:26.875587,google.com,46.379,roku_channel
313,2024-04-26 00:21:51.717337,google.com,165.932,roku_channel
314,2024-04-26 00:22:17.996003,google.com,34.612,roku_channel
315,2024-04-26 00:22:42.388871,google.com,74.84,roku_channel
316,2024-04-26 00:23:06.986860,google.com,121.38,roku_channel
317,2024-04-26 00:23:31.741337,google.com,150.788,roku_channel
318,2024-04-26 00:23:56.844143,google.com,142.198,roku_channel
319,2024-04-26 00:24:21.515600,google.com,45.278,roku_channel
320,2024-04-26 00:24:46.202338,google.com,113.123,roku_channel
321,2024-04-26 00:25:10.942941,google.com,77.504,roku_channel
322,2024-04-26 00:25:35.915606,google.com,89.881,roku_channel
323,2024-04-26 00:26:01.379079,google.com,149.398,roku_channel
324,2024-04-26 00:26:25.759288,google.com,59.022,roku_channel
325,2024-04-26 00:26:50.195483,google.com,83.52,roku_channel
326,2024-04-26 00:27:14.921056,google.com,113.829,roku_channel
327,2024-04-26 00:27:39.688751,google.com,149.683,roku_channel
328,2024-04-26 00:28:04.235284,google.com,77.858,roku_channel
329,2024-04-26 00:28:28.803118,google.com,117.76,roku_channel
330,2024-04-26 00:28:53.270974,google.com,132.435,roku_channel
331,2024-04-26 00:29:17.703145,google.com,96.167,roku_channel
332,2024-04-26 00:29:42.908194,google.com,75.321,roku_channel
333,2024-04-26 00:30:07.537828,google.com,93.477,roku_channel
334,2024-04-26 00:30:32.046400,google.com,80.445,roku_channel
335,2024-04-26 00:30:56.667021,google.com,237.76,roku_channel
336,2024-04-26 00:31:21.270859,google.com,38.155,roku_channel
337,2024-04-26 00:31:45.982514,google.com,71.949,roku_channel
338,2024-04-26 00:32:10.734783,google.com,84.206,roku_channel
339,2024-04-26 00:32:35.542471,google.com,138.198,roku_channel
340,2024-04-26 00:33:00.262272,google.com,40.429,roku_channel
341,2024-04-26 00:33:25.173865,google.com,130.01,roku_channel
342,2024-04-26 00:33:50.023312,google.com,52.336,roku_channel
343,2024-04-26 00:34:14.333144,google.com,35.717,roku_channel
344,2024-04-26 00:34:40.772386,google.com,96.4,roku_channel
345,2024-04-26 00:35:05.318883,google.com,145.987,roku_channel
346,2024-04-26 00:35:29.851334,google.com,158.126,roku_channel
347,2024-04-26 00:35:54.196749,google.com,60.909,roku_channel
348,2024-04-26 00:36:18.957435,google.com,103.108,roku_channel
349,2024-04-26 00:36:43.259287,google.com,33.45,roku_channel
350,2024-04-26 00:37:07.816569,google.com,34.321,roku_channel
351,2024-04-26 00:37:33.041944,google.com,102.922,roku_channel
352,2024-04-26 00:37:57.846246,google.com,165.265,roku_channel
353,2024-04-26 00:38:22.416155,google.com,129.253,roku_channel
354,2024-04-26 00:38:46.846404,google.com,97.156,roku_channel
355,2024-04-26 00:39:11.516863,google.com,76.641,roku_channel
356,2024-04-26 00:39:36.501431,google.com,244.497,roku_channel
357,2024-04-26 00:40:01.039599,google.com,136.842,roku_channel
358,2024-04-26 00:40:25.552141,google.com,175.077,roku_channel
359,2024-04-26 00:40:50.123711,google.com,110.443,roku_channel
360,2024-04-26 00:41:14.645276,google.com,53.912,roku_channel
361,2024-04-26 00:41:39.116353,google.com,43.981,roku_channel
362,2024-04-26 00:42:05.824165,google.com,185.401,roku_channel
363,2024-04-26 00:42:30.120484,google.com,34.514,roku_channel
364,2024-04-26 00:42:54.584809,google.com,160.595,roku_channel
365,2024-04-26 00:43:18.920072,google.com,115.689,roku_channel
366,2024-04-26 00:43:44.260769,google.com,129.08,roku_channel
367,2024-04-26 00:44:10.791407,google.com,56.7,roku_channel
